0.000000,0.000000,0.000000:-0.383135,0.033520,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033520,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033519,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033519,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033519,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033518,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033518,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033518,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033517,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033517,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033517,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033516,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033516,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033516,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033515,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033515,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033515,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033514,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033514,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033514,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033514,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033513,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033513,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033513,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033512,0.000000
-0.000000,0.000000,0.000000:-0.383135,0.033512,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033512,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033511,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033511,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033511,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033510,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033510,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033510,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033509,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033509,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033509,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033508,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033508,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033508,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033507,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033507,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033507,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033506,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033506,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033506,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033506,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033505,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033505,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033505,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033504,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033504,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033504,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033503,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033503,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033503,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033502,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033502,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033502,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033501,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033501,0.000000
-0.000000,0.000000,0.000000:-0.383136,0.033501,0.000000
